id,npwp_masked,name,entity_type,address,status,extra_metadata,created_at
525,84.000.***.***-***.105,Koperasi Rajawali Global,Firma,"Gang Kebonjati No. 01
Gorontalo, AC 98351",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
526,85.000.***.***-***.105,Koperasi Merak Astra,CV,"Gang Kutai No. 0
Padang, Bali 57045",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
527,86.000.***.***-***.105,CV Berkah Berlian Terpadu,CV,"Jl. Jamika No. 65
Lubuklinggau, DKI Jakarta 68312",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
528,87.000.***.***-***.105,PT Tbk Mitra Intan Sinar,PT Tbk,"Gg. Sukabumi No. 4
Payakumbuh, Papua 21597",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
529,88.000.***.***-***.105,UD Utama Gemilang Cipta,PT Tbk,"Gg. Rumah Sakit No. 690
Samarinda, MA 30528",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
530,89.000.***.***-***.105,PT Permata Cipta Makmur,UD,"Jl. Raya Ujungberung No. 56
Tomohon, Nusa Tenggara Barat 35798",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
531,90.000.***.***-***.105,PT Cendana Prima,UD,"Jl. Cihampelas No. 5
Banjarbaru, Bengkulu 47112",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
532,91.000.***.***-***.105,PT Tbk Terpadu Elang Cendana,PT,"Jl. Kutisari Selatan No. 508
Manado, JI 35164",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
533,92.000.***.***-***.105,PT Tbk Elang Mega Pusaka,UD,"Gg. Ahmad Dahlan No. 7
Bandung, Maluku Utara 24578",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
534,93.000.***.***-***.105,PD Berlian Karya Utama,PT,"Gg. Stasiun Wonokromo No. 154
Kendari, Kepulauan Bangka Belitung 28623",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
535,94.000.***.***-***.105,CV Cipta Permata Elang,Firma,"Jalan Rungkut Industri No. 94
Bekasi, SR 02300",Dalam Pemeriksaan,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
536,95.000.***.***-***.105,PT Garuda Cipta Mitra,CV,"Gg. Ronggowarsito No. 0
Ambon, KR 67117",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
537,96.000.***.***-***.105,UD Abadi Astra,PT,"Gg. Moch. Toha No. 164
Tebingtinggi, SU 30379",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
538,97.000.***.***-***.105,CV Sejahtera Mandiri,CV,"Gang M.T Haryono No. 0
Palopo, KR 11993",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
539,98.000.***.***-***.105,PD Niaga Mitra Makmur,CV,"Gang Jayawijaya No. 24
Cirebon, Riau 69089",Dalam Pemeriksaan,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
540,99.000.***.***-***.105,PT Indo Nusantara,Firma,"Gg. K.H. Wahid Hasyim No. 387
Sawahlunto, Kalimantan Barat 96531",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
541,10.000.***.***-***.106,PT Tbk Usaha Buana Prima,Firma,"Jl. Pasteur No. 112
Singkawang, PB 61132",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
542,11.000.***.***-***.106,PD Sinar Prima Berkah,Firma,"Jl. Surapati No. 145
Tarakan, Kalimantan Tengah 04046",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
543,12.000.***.***-***.106,CV Lestari Buana Mandiri,UD,"Jl. Moch. Ramdan No. 056
Makassar, Maluku Utara 17183",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
544,13.000.***.***-***.106,CV Abadi Lestari Garuda,PT Tbk,"Jalan Pelajar Pejuang No. 1
Tanjungbalai, NT 50047",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
545,14.000.***.***-***.106,Perum Berlian Berkah Niaga,PT Tbk,"Jl. Cikapayang No. 4
Pekanbaru, KB 97597",Dalam Pemeriksaan,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
546,15.000.***.***-***.106,UD Lestari Nusantara,PT Tbk,"Gang Dr. Djunjunan No. 958
Kota Administrasi Jakarta Utara, KU 99775",Dalam Pemeriksaan,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
547,16.000.***.***-***.106,PT Sinar Jaya Mandiri,UD,"Gg. Kutisari Selatan No. 907
Makassar, NB 51752",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
548,17.000.***.***-***.106,PD Gemilang Mega,CV,"Jalan Waringin No. 472
Bitung, Jawa Tengah 64719",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
549,18.000.***.***-***.106,PT Rajawali Indo,PT Tbk,"Jl. Suniaraja No. 5
Serang, Kepulauan Bangka Belitung 23970",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
550,19.000.***.***-***.106,PT Tbk Lestari Buana Elang,UD,"Gg. Ciwastra No. 410
Cirebon, BB 66225",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
551,20.000.***.***-***.106,CV Makmur Sentosa,PT Tbk,"Jl. Jend. A. Yani No. 986
Cimahi, Papua 00865",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
552,21.000.***.***-***.106,Firma Sinar Permata,CV,"Jalan Monginsidi No. 8
Lubuklinggau, JT 10863",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
553,22.000.***.***-***.106,UD Pusaka Astra Indo,PT Tbk,"Gg. Jend. Sudirman No. 785
Pontianak, LA 60901",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
554,23.000.***.***-***.106,Firma Rajawali Intan,PT,"Jl. Sukabumi No. 01
Meulaboh, Kalimantan Timur 17757",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
555,24.000.***.***-***.106,UD Mandiri Pusaka Abadi,CV,"Gg. Suryakencana No. 157
Cilegon, MA 66004",Dalam Pemeriksaan,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
556,25.000.***.***-***.106,CV Terpadu Pusaka,PT Tbk,"Jl. Kapten Muslihat No. 0
Yogyakarta, SU 14105",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
557,26.000.***.***-***.106,PT Tbk Elang Abadi,UD,"Jalan Veteran No. 6
Langsa, MU 42176",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
558,27.000.***.***-***.106,Firma Mandiri Sejahtera Berkah,PT,"Gg. Gegerkalong Hilir No. 56
Palu, Kepulauan Bangka Belitung 38233",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
559,28.000.***.***-***.106,PD Garuda Cipta,PT,"Gang Pacuan Kuda No. 83
Sawahlunto, Sulawesi Utara 56704",Non-Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
560,29.000.***.***-***.106,CV Mega Prima,CV,"Jalan Dipenogoro No. 8
Medan, Lampung 64070",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
561,30.000.***.***-***.106,CV Merak Karya Prima,UD,"Gg. Pasir Koja No. 363
Tanjungpinang, JB 38444",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
562,31.000.***.***-***.106,PT Niaga Mega Sinar,PT,"Gg. Peta No. 176
Pematangsiantar, PB 76470",Dalam Pemeriksaan,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
563,32.000.***.***-***.106,PD Jaya Terpadu Makmur,PT Tbk,"Gg. Wonoayu No. 10
Mataram, KR 85461",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
564,33.000.***.***-***.106,Koperasi Bersama Buana,PT Tbk,"Jalan PHH. Mustofa No. 212
Salatiga, Gorontalo 17952",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
565,34.000.***.***-***.106,UD Gemilang Global Bersama,UD,"Jalan Cikutra Timur No. 5
Medan, Bali 08408",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
566,35.000.***.***-***.106,PD Rajawali Usaha Berkah,PT Tbk,"Jl. Rajawali Barat No. 5
Cilegon, KR 53115",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
567,36.000.***.***-***.106,Koperasi Sentosa Jaya Niaga,UD,"Gang Peta No. 8
Banda Aceh, SU 11089",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
568,37.000.***.***-***.106,Perum Terpadu Utama Astra,Firma,"Jalan Otto Iskandardinata No. 2
Payakumbuh, JI 43746",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
569,38.000.***.***-***.106,Firma Elang Karya Nusantara,PT Tbk,"Gang Sukabumi No. 4
Surabaya, PA 87592",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
570,39.000.***.***-***.106,Firma Nusantara Makmur,PT,"Gang Sukajadi No. 585
Sabang, YO 18626",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
571,40.000.***.***-***.106,Perum Permata Berkah,Firma,"Jalan Otto Iskandardinata No. 2
Tidore Kepulauan, JI 20772",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
572,41.000.***.***-***.106,UD Karya Abadi,CV,"Jalan Kutai No. 90
Kota Administrasi Jakarta Timur, KB 82920",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
573,42.000.***.***-***.106,PD Global Merak Berlian,PT Tbk,"Jalan Ahmad Dahlan No. 248
Palangkaraya, KB 33299",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
574,43.000.***.***-***.106,Koperasi Pusaka Jaya,CV,"Jalan Raya Ujungberung No. 0
Tanjungpinang, Sulawesi Utara 26622",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
575,44.000.***.***-***.106,Koperasi Astra Cendana Gemilang,Firma,"Gang Antapani Lama No. 85
Depok, Bengkulu 08120",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
576,45.000.***.***-***.106,PD Nusantara Terpadu,PT,"Jalan Ir. H. Djuanda No. 101
Malang, Maluku 98432",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
577,46.000.***.***-***.106,PD Cipta Lestari,CV,"Jl. Gedebage Selatan No. 4
Kota Administrasi Jakarta Pusat, Gorontalo 28389",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
578,47.000.***.***-***.106,Perum Mitra Makmur Jaya,PT,"Gg. Kutisari Selatan No. 833
Surabaya, PA 51337",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
579,48.000.***.***-***.106,PT Tbk Astra Permata Sentosa,PT Tbk,"Gang Cikapayang No. 92
Banjar, JK 10517",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
580,49.000.***.***-***.106,Perum Berkah Global,CV,"Gg. HOS. Cokroaminoto No. 841
Bau-Bau, Sulawesi Tengah 15335",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
581,50.000.***.***-***.106,PD Terpadu Merak Lestari,PT Tbk,"Gang Dipatiukur No. 81
Kendari, Jawa Timur 55321",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
582,51.000.***.***-***.106,CV Sejahtera Terpadu Cipta,CV,"Gang Ciwastra No. 425
Ternate, Sulawesi Tengah 24883",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
583,52.000.***.***-***.106,PD Mandiri Sinar Buana,Firma,"Jalan M.T Haryono No. 753
Tanjungbalai, JB 58980",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
584,53.000.***.***-***.106,Koperasi Niaga Berkah Makmur,UD,"Gang Pasirkoja No. 25
Batam, JI 69808",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
585,54.000.***.***-***.106,UD Sejahtera Berlian Mandiri,Firma,"Jalan R.E Martadinata No. 0
Pariaman, Jawa Tengah 39297",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
586,55.000.***.***-***.106,PT Utama Niaga Cipta,Firma,"Gang Astana Anyar No. 4
Metro, Banten 69111",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
587,56.000.***.***-***.106,UD Garuda Cipta,PT,"Gg. PHH. Mustofa No. 23
Padangpanjang, Jawa Tengah 75390",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
588,57.000.***.***-***.106,CV Cendana Bersama Usaha,UD,"Jl. Ciumbuleuit No. 515
Bengkulu, KI 88336",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
589,58.000.***.***-***.106,CV Intan Sejahtera Merak,CV,"Gg. Erlangga No. 31
Pekanbaru, KI 80969",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
590,59.000.***.***-***.106,UD Elang Astra Lestari,UD,"Gg. Rajawali Timur No. 1
Jayapura, Lampung 02318",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
591,60.000.***.***-***.106,CV Nusantara Cendana Mandiri,PT Tbk,"Jalan Joyoboyo No. 2
Jambi, Kepulauan Bangka Belitung 81235",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
592,61.000.***.***-***.106,Koperasi Abadi Cendana,Firma,"Gg. Moch. Toha No. 715
Tegal, Nusa Tenggara Barat 62641",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
593,62.000.***.***-***.106,PT Tbk Bersama Berlian,CV,"Gg. Gardujati No. 9
Pekanbaru, Gorontalo 22723",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
594,63.000.***.***-***.106,Perum Sejahtera Rajawali,UD,"Jalan Gardujati No. 226
Surabaya, KU 53146",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
595,64.000.***.***-***.106,Perum Permata Lestari,UD,"Jalan Kebonjati No. 95
Cimahi, Bali 88254",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
596,65.000.***.***-***.106,Koperasi Gemilang Berkah,PT,"Gg. Moch. Ramdan No. 9
Tangerang Selatan, JB 06269",Dalam Pemeriksaan,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
597,66.000.***.***-***.106,PT Usaha Prima Permata,PT,"Jalan KH Amin Jasuta No. 8
Batu, Sumatera Barat 50698",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
598,67.000.***.***-***.106,CV Utama Makmur Mitra,PT Tbk,"Gg. Siliwangi No. 83
Payakumbuh, Sulawesi Tenggara 18420",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
599,68.000.***.***-***.106,Koperasi Gemilang Bersama Mitra,CV,"Jalan Kebonjati No. 836
Serang, Jambi 74813",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
600,69.000.***.***-***.106,CV Buana Indo,Firma,"Gg. R.E Martadinata No. 1
Samarinda, MU 30943",Non-Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
601,70.000.***.***-***.106,PT Usaha Elang Sentosa,CV,"Jalan Raya Ujungberung No. 045
Bandung, Sulawesi Tenggara 02718",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
602,71.000.***.***-***.106,UD Mandiri Abadi,Firma,"Gang Tebet Barat Dalam No. 270
Binjai, KR 67147",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
603,72.000.***.***-***.106,CV Elang Jaya Indo,PT Tbk,"Gg. HOS. Cokroaminoto No. 878
Jayapura, Riau 01271",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
604,73.000.***.***-***.106,Perum Jaya Abadi,Firma,"Gg. Kendalsari No. 65
Solok, Aceh 11348",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
605,74.000.***.***-***.106,UD Astra Mandiri Indo,Firma,"Gang Gegerkalong Hilir No. 6
Probolinggo, KB 88652",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
606,75.000.***.***-***.106,PD Gemilang Mitra,CV,"Gang Dr. Djunjunan No. 3
Bima, GO 82438",Dalam Pemeriksaan,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
607,76.000.***.***-***.106,PT Tbk Elang Mitra Utama,CV,"Jalan M.H Thamrin No. 48
Binjai, Sulawesi Selatan 71146",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
608,77.000.***.***-***.106,PD Karya Indo Abadi,CV,"Gang Ahmad Dahlan No. 086
Sukabumi, Kalimantan Selatan 86415",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
609,78.000.***.***-***.106,PD Nusantara Makmur Sinar,PT,"Jl. Stasiun Wonokromo No. 01
Subulussalam, Sulawesi Utara 88982",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
610,79.000.***.***-***.106,Perum Intan Mitra,PT Tbk,"Jalan Asia Afrika No. 43
Probolinggo, Sulawesi Tengah 91465",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
611,80.000.***.***-***.106,CV Gemilang Intan Sejahtera,Firma,"Jalan Sentot Alibasa No. 76
Kota Administrasi Jakarta Utara, Lampung 88132",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
612,81.000.***.***-***.106,UD Buana Mega Jaya,UD,"Jalan Surapati No. 72
Magelang, KI 55848",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
613,82.000.***.***-***.106,Koperasi Nusantara Abadi Intan,PT Tbk,"Jl. Indragiri No. 6
Denpasar, Kepulauan Riau 06994",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
614,83.000.***.***-***.106,CV Nusantara Bersama,UD,"Gang Pasteur No. 0
Bitung, BB 37003",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
615,84.000.***.***-***.106,PT Tbk Jaya Gemilang Elang,PT Tbk,"Gang Ir. H. Djuanda No. 8
Tangerang, SU 74444",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
616,85.000.***.***-***.106,PT Tbk Rajawali Lestari Mega,PT Tbk,"Gang Ronggowarsito No. 51
Kota Administrasi Jakarta Timur, Jawa Tengah 94467",Non-Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
617,86.000.***.***-***.106,Perum Niaga Elang Cipta,UD,"Jalan Rungkut Industri No. 8
Kediri, KB 37431",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
618,87.000.***.***-***.106,PD Karya Niaga Utama,PT Tbk,"Jalan Rajiman No. 19
Prabumulih, Papua 67535",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
619,88.000.***.***-***.106,Koperasi Mitra Merak,Firma,"Gang M.H Thamrin No. 13
Palembang, ST 95266",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
620,89.000.***.***-***.106,Firma Elang Mitra Utama,PT Tbk,"Gg. Rawamangun No. 53
Jambi, Bali 74004",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
621,90.000.***.***-***.106,PT Cipta Sentosa,PT Tbk,"Jalan Tebet Barat Dalam No. 856
Purwokerto, KU 60736",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
622,91.000.***.***-***.106,Perum Intan Karya,UD,"Jalan Peta No. 966
Makassar, PA 22572",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
623,92.000.***.***-***.106,PT Tbk Nusantara Mitra,Firma,"Jalan Cihampelas No. 309
Dumai, JI 21165",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
624,93.000.***.***-***.106,UD Mandiri Sentosa Elang,Firma,"Gang Sukajadi No. 7
Tasikmalaya, Kalimantan Selatan 99437",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
625,94.000.***.***-***.106,CV Cendana Utama Makmur,PT,"Jalan Dipenogoro No. 26
Batam, Kalimantan Selatan 44675",Non-Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
626,95.000.***.***-***.106,PT Tbk Abadi Garuda Berkah,UD,"Jl. Rajiman No. 702
Manado, Lampung 71905",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
627,96.000.***.***-***.106,Koperasi Terpadu Makmur Niaga,UD,"Gg. Ahmad Yani No. 232
Pagaralam, MA 91298",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
628,97.000.***.***-***.106,Perum Bersama Mitra,PT Tbk,"Gg. Indragiri No. 09
Bekasi, LA 58440",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
629,98.000.***.***-***.106,PD Nusantara Mega Lestari,CV,"Gg. Dr. Djunjunan No. 96
Serang, Kalimantan Timur 95863",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
630,99.000.***.***-***.106,Firma Cendana Lestari,Firma,"Gg. M.H Thamrin No. 9
Singkawang, GO 08315",Non-Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
631,10.000.***.***-***.107,PT Cendana Rajawali,PT,"Jl. Ir. H. Djuanda No. 77
Pekanbaru, PA 44697",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
632,11.000.***.***-***.107,PD Jaya Global Indo,PT Tbk,"Jl. Kapten Muslihat No. 907
Lubuklinggau, JT 07654",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
633,12.000.***.***-***.107,PD Prima Mandiri,UD,"Gg. Raya Ujungberung No. 52
Cilegon, Kalimantan Tengah 31016",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
634,13.000.***.***-***.107,Koperasi Buana Garuda Indo,CV,"Jl. K.H. Wahid Hasyim No. 861
Tanjungbalai, Sulawesi Tenggara 36880",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
635,14.000.***.***-***.107,Firma Bersama Lestari,Firma,"Gg. Rungkut Industri No. 8
Subulussalam, Jambi 38369",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
636,15.000.***.***-***.107,Perum Niaga Astra Permata,CV,"Jalan KH Amin Jasuta No. 08
Cimahi, Jawa Timur 22354",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
637,16.000.***.***-***.107,Koperasi Global Buana,PT Tbk,"Gg. Pelajar Pejuang No. 156
Denpasar, Kalimantan Utara 13762",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
638,17.000.***.***-***.107,CV Mega Mandiri Astra,Firma,"Jalan W.R. Supratman No. 3
Jambi, Jawa Barat 09328",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
639,18.000.***.***-***.107,PT Tbk Lestari Sentosa,PT Tbk,"Gang S. Parman No. 6
Pekalongan, NT 68516",Non-Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
640,19.000.***.***-***.107,CV Abadi Sejahtera,PT Tbk,"Jl. Monginsidi No. 7
Bontang, Kalimantan Barat 58521",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
641,20.000.***.***-***.107,Perum Mega Sinar Berkah,UD,"Jl. Pacuan Kuda No. 447
Banjarmasin, Aceh 06272",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
642,21.000.***.***-***.107,Firma Terpadu Makmur Merak,Firma,"Jalan Joyoboyo No. 12
Batam, Banten 88903",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
643,22.000.***.***-***.107,PT Niaga Cendana,PT,"Jl. Stasiun Wonokromo No. 329
Tasikmalaya, PB 01406",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
644,23.000.***.***-***.107,UD Indo Lestari Gemilang,PT,"Gang Tubagus Ismail No. 675
Sawahlunto, KI 20858",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
645,24.000.***.***-***.107,Koperasi Gemilang Bersama Karya,PT,"Jalan Sukajadi No. 757
Lhokseumawe, GO 09864",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
646,25.000.***.***-***.107,Perum Abadi Sinar Makmur,PT,"Gg. Stasiun Wonokromo No. 80
Banjarbaru, Nusa Tenggara Timur 09200",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
647,26.000.***.***-***.107,PT Berlian Mandiri Abadi,UD,"Jalan H.J Maemunah No. 185
Yogyakarta, Bali 83718",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
648,27.000.***.***-***.107,PT Karya Astra,Firma,"Jalan Rajawali Timur No. 3
Magelang, BA 20681",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
649,28.000.***.***-***.107,PT Tbk Karya Cipta Abadi,UD,"Gang Joyoboyo No. 52
Cimahi, Kepulauan Bangka Belitung 03396",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
650,29.000.***.***-***.107,Perum Intan Permata Prima,CV,"Gang Rajawali Timur No. 050
Pangkalpinang, SU 59759",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
651,30.000.***.***-***.107,CV Cipta Jaya Abadi,UD,"Jl. Pasirkoja No. 5
Kota Administrasi Jakarta Utara, Maluku Utara 02246",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
652,31.000.***.***-***.107,UD Elang Pusaka,UD,"Gg. Siliwangi No. 0
Ternate, Jawa Barat 63151",Dalam Pemeriksaan,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
653,32.000.***.***-***.107,PT Mitra Garuda Pusaka,PT,"Gg. Cihampelas No. 5
Mojokerto, KS 12651",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
654,33.000.***.***-***.107,Perum Abadi Mega Karya,Firma,"Gg. Setiabudhi No. 2
Mataram, KI 91882",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
